,N,E,Directed?,Weighted?,alpha_f_PR,alpha_r_PR,beta_r_BPR,Type
ScaleFree_14010_0.3_5,14010,31985,True,False,1.1e-05,0.000302,0.0125,ScaleFree
ScaleFree_14010_0.3_6,14010,32606,True,False,1.4e-05,0.000578,0.0175,ScaleFree
ScaleFree_14010_0.3_7,14010,31656,True,False,3e-06,0.000385,0.0135,ScaleFree
ScaleFree_14010_0.3_8,14010,32074,True,False,3e-06,0.00034,0.0135,ScaleFree
ScaleFree_14010_0.3_9,14010,33082,True,False,0.0,0.000528,0.0165,ScaleFree
ScaleFree_14010_0.5_0,14010,25090,True,False,6e-06,0.000446,0.0145,ScaleFree
ScaleFree_14010_0.5_1,14010,25240,True,False,3.6e-05,0.00047,0.0155,ScaleFree
ScaleFree_14010_0.5_2,14010,23984,True,False,6e-06,0.000289,0.0125,ScaleFree
ScaleFree_14010_0.5_3,14010,24666,True,False,4.7e-05,0.000319,0.0125,ScaleFree
ScaleFree_14010_0.5_4,14010,25096,True,False,7.3e-05,0.000536,0.0165,ScaleFree
ScaleFree_14010_0.5_5,14010,24761,True,False,3.4e-05,0.00037,0.0135,ScaleFree
ScaleFree_14010_0.5_6,14010,25640,True,False,1e-05,0.000542,0.0165,ScaleFree
ScaleFree_14010_0.5_7,14010,24381,True,False,3.4e-05,0.000354,0.0135,ScaleFree
ScaleFree_14010_0.5_8,14010,25076,True,False,4.6e-05,0.000386,0.0135,ScaleFree
ScaleFree_14010_0.5_9,14010,24477,True,False,4e-06,0.000359,0.0135,ScaleFree
ScaleFree_15010_0.3_0,15010,37008,True,False,0.000113,0.000733,0.0195,ScaleFree
ScaleFree_15010_0.3_1,15010,34650,True,False,5e-06,0.0005,0.0155,ScaleFree
ScaleFree_15010_0.3_2,15010,36556,True,False,6e-06,0.000577,0.0175,ScaleFree
ScaleFree_15010_0.3_3,15010,33936,True,False,1.4e-05,0.000349,0.0135,ScaleFree
ScaleFree_15010_0.3_4,15010,35635,True,False,3e-06,0.000438,0.0145,ScaleFree
ScaleFree_15010_0.3_5,15010,36252,True,False,1e-06,0.000697,0.0185,ScaleFree
ScaleFree_15010_0.3_6,15010,33828,True,False,2.7e-05,0.000236,0.0105,ScaleFree
ScaleFree_15010_0.3_7,15010,36386,True,False,8e-06,0.000471,0.0155,ScaleFree
ScaleFree_15010_0.3_8,15010,33889,True,False,1.2e-05,0.000342,0.0135,ScaleFree
ScaleFree_15010_0.3_9,15010,34742,True,False,0.0,0.000586,0.0175,ScaleFree
ScaleFree_15010_0.5_0,15010,26472,True,False,1e-06,0.000324,0.0125,ScaleFree
ScaleFree_15010_0.5_1,15010,25999,True,False,1.3e-05,0.000283,0.0115,ScaleFree
ScaleFree_15010_0.5_2,15010,26840,True,False,3e-06,0.000456,0.0155,ScaleFree
ScaleFree_15010_0.5_3,15010,27390,True,False,1.6e-05,0.000573,0.0165,ScaleFree
ScaleFree_15010_0.5_4,15010,26651,True,False,3.6e-05,0.000372,0.0135,ScaleFree
ScaleFree_15010_0.5_5,15010,26832,True,False,2.4e-05,0.000461,0.0155,ScaleFree
ScaleFree_15010_0.5_6,15010,25862,True,False,4e-06,0.000245,0.0115,ScaleFree
ScaleFree_15010_0.5_7,15010,27097,True,False,6e-06,0.000544,0.0165,ScaleFree
ScaleFree_15010_0.5_8,15010,27247,True,False,4e-06,0.000659,0.0185,ScaleFree
ScaleFree_15010_0.5_9,15010,26920,True,False,2e-06,0.000415,0.0145,ScaleFree
ScaleFree_16010_0.3_0,16010,38459,True,False,2e-06,0.000343,0.0135,ScaleFree
ScaleFree_16010_0.3_1,16010,35804,True,False,1.9e-05,0.000246,0.0115,ScaleFree
ScaleFree_16010_0.3_2,16010,35952,True,False,4.5e-05,0.000295,0.0125,ScaleFree
ScaleFree_16010_0.3_3,16010,36857,True,False,0.000346,0.0003,0.0125,ScaleFree
ScaleFree_16010_0.3_4,16010,38462,True,False,2e-06,0.00039,0.0135,ScaleFree
ScaleFree_16010_0.3_5,16010,36313,True,False,4e-06,0.000432,0.0145,ScaleFree
ScaleFree_16010_0.3_6,16010,37522,True,False,1e-05,0.000435,0.0145,ScaleFree
ScaleFree_16010_0.3_7,16010,37147,True,False,1e-06,0.000514,0.0165,ScaleFree
ScaleFree_16010_0.3_8,16010,36812,True,False,6e-06,0.000284,0.0115,ScaleFree
ScaleFree_16010_0.3_9,16010,38181,True,False,1.3e-05,0.000329,0.0125,ScaleFree
ScaleFree_16010_0.5_0,16010,28441,True,False,9e-06,0.000362,0.0135,ScaleFree
ScaleFree_16010_0.5_1,16010,29164,True,False,4.1e-05,0.000586,0.0175,ScaleFree
ScaleFree_16010_0.5_2,16010,28592,True,False,4e-06,0.000427,0.0145,ScaleFree
ScaleFree_16010_0.5_3,16010,27137,True,False,1.1e-05,0.000319,0.0125,ScaleFree
ScaleFree_16010_0.5_4,16010,27151,True,False,4e-06,0.000258,0.0115,ScaleFree
ScaleFree_16010_0.5_5,16010,29281,True,False,1.2e-05,0.000781,0.0195,ScaleFree
ScaleFree_16010_0.5_6,16010,28896,True,False,0.000196,0.000384,0.0135,ScaleFree
ScaleFree_16010_0.5_7,16010,28180,True,False,0.000108,0.000272,0.0115,ScaleFree
ScaleFree_16010_0.5_8,16010,27524,True,False,3.4e-05,0.000312,0.0125,ScaleFree
ScaleFree_16010_0.5_9,16010,28433,True,False,3e-06,0.000294,0.0125,ScaleFree
ScaleFree_17010_0.3_0,17010,41648,True,False,4.2e-05,0.000402,0.0145,ScaleFree
ScaleFree_17010_0.3_1,17010,39497,True,False,2.1e-05,0.000458,0.0155,ScaleFree
ScaleFree_17010_0.3_2,17010,41177,True,False,1.2e-05,0.000404,0.0145,ScaleFree
ScaleFree_17010_0.3_3,17010,39277,True,False,7e-06,0.000422,0.0145,ScaleFree
ScaleFree_17010_0.3_4,17010,41624,True,False,8e-06,0.000433,0.0145,ScaleFree
ScaleFree_17010_0.3_5,17010,41979,True,False,2e-06,0.0006,0.0175,ScaleFree
ScaleFree_17010_0.3_6,17010,40252,True,False,4e-06,0.000301,0.0125,ScaleFree
ScaleFree_17010_0.3_7,17010,38681,True,False,9e-06,0.000262,0.0115,ScaleFree
ScaleFree_17010_0.3_8,17010,40396,True,False,7e-06,0.000424,0.0145,ScaleFree
ScaleFree_17010_0.3_9,17010,39705,True,False,8e-06,0.000304,0.0125,ScaleFree
ScaleFree_17010_0.5_0,17010,29818,True,False,0.000212,0.000309,0.0125,ScaleFree
ScaleFree_17010_0.5_1,17010,30787,True,False,0.00037,0.000323,0.0125,ScaleFree
ScaleFree_17010_0.5_2,17010,31087,True,False,6e-06,0.000491,0.0155,ScaleFree
ScaleFree_17010_0.5_3,17010,31165,True,False,1e-06,0.000681,0.0185,ScaleFree
ScaleFree_17010_0.5_4,17010,30492,True,False,2.3e-05,0.000456,0.0155,ScaleFree
ScaleFree_17010_0.5_5,17010,30705,True,False,0.000102,0.000496,0.0155,ScaleFree
ScaleFree_17010_0.5_6,17010,29876,True,False,7e-06,0.000249,0.0115,ScaleFree
ScaleFree_17010_0.5_7,17010,30680,True,False,5e-06,0.000326,0.0125,ScaleFree
ScaleFree_17010_0.5_8,17010,31113,True,False,1e-06,0.000495,0.0155,ScaleFree
ScaleFree_17010_0.5_9,17010,30083,True,False,1.6e-05,0.000299,0.0125,ScaleFree
ScaleFree_18010_0.3_0,18010,42244,True,False,1.4e-05,0.000329,0.0125,ScaleFree
ScaleFree_18010_0.3_1,18010,41423,True,False,1.1e-05,0.000292,0.0125,ScaleFree
ScaleFree_18010_0.3_2,18010,43511,True,False,8.3e-05,0.000334,0.0125,ScaleFree
ScaleFree_18010_0.3_3,18010,43946,True,False,1e-06,0.000431,0.0145,ScaleFree
ScaleFree_18010_0.3_4,18010,42868,True,False,4e-06,0.000481,0.0155,ScaleFree
ScaleFree_18010_0.3_5,18010,41754,True,False,2.3e-05,0.000251,0.0115,ScaleFree
ScaleFree_18010_0.3_6,18010,42043,True,False,7e-06,0.000243,0.0115,ScaleFree
ScaleFree_18010_0.3_7,18010,40845,True,False,3.3e-05,0.000247,0.0115,ScaleFree
ScaleFree_18010_0.3_8,18010,44250,True,False,6.6e-05,0.000343,0.0135,ScaleFree
ScaleFree_18010_0.3_9,18010,43096,True,False,4e-06,0.000338,0.0135,ScaleFree
ScaleFree_18010_0.5_0,18010,32160,True,False,1e-06,0.000366,0.0135,ScaleFree
ScaleFree_18010_0.5_1,18010,32252,True,False,9e-06,0.000345,0.0135,ScaleFree
ScaleFree_18010_0.5_2,18010,32069,True,False,9e-06,0.000306,0.0125,ScaleFree
ScaleFree_18010_0.5_3,18010,31777,True,False,0.000142,0.000327,0.0125,ScaleFree
ScaleFree_18010_0.5_4,18010,32856,True,False,6.2e-05,0.000409,0.0145,ScaleFree
ScaleFree_18010_0.5_5,18010,31865,True,False,1e-06,0.000364,0.0135,ScaleFree
ScaleFree_18010_0.5_6,18010,32712,True,False,1e-06,0.000493,0.0155,ScaleFree
ScaleFree_18010_0.5_7,18010,32833,True,False,2e-06,0.000416,0.0145,ScaleFree
ScaleFree_18010_0.5_8,18010,32661,True,False,2.5e-05,0.0005,0.0155,ScaleFree
ScaleFree_18010_0.5_9,18010,33305,True,False,5e-06,0.0006,0.0175,ScaleFree
ScaleFree_19010_0.3_0,19010,42845,True,False,2e-06,0.000216,0.0105,ScaleFree
ScaleFree_19010_0.3_1,19010,43128,True,False,0.0,0.000345,0.0135,ScaleFree
ScaleFree_19010_0.3_2,19010,45552,True,False,8.6e-05,0.000334,0.0125,ScaleFree
ScaleFree_19010_0.3_3,19010,44797,True,False,0.000102,0.000239,0.0105,ScaleFree
ScaleFree_19010_0.3_4,19010,45865,True,False,1.2e-05,0.000387,0.0135,ScaleFree
ScaleFree_19010_0.3_5,19010,44789,True,False,1.2e-05,0.000379,0.0135,ScaleFree
ScaleFree_19010_0.3_6,19010,45610,True,False,0.0,0.000309,0.0125,ScaleFree
ScaleFree_19010_0.3_7,19010,44965,True,False,4.6e-05,0.00028,0.0115,ScaleFree
ScaleFree_19010_0.3_8,19010,42088,True,False,0.00017,0.000222,0.0105,ScaleFree
ScaleFree_19010_0.3_9,19010,45684,True,False,2e-06,0.000365,0.0135,ScaleFree
ScaleFree_19010_0.5_0,19010,34451,True,False,1.2e-05,0.000298,0.0125,ScaleFree
ScaleFree_19010_0.5_1,19010,32797,True,False,1e-06,0.000289,0.0125,ScaleFree
ScaleFree_19010_0.5_2,19010,34525,True,False,9e-06,0.000407,0.0145,ScaleFree
ScaleFree_19010_0.5_3,19010,34916,True,False,1.8e-05,0.000485,0.0155,ScaleFree
ScaleFree_19010_0.5_4,19010,34313,True,False,5e-06,0.000305,0.0125,ScaleFree
ScaleFree_19010_0.5_5,19010,34410,True,False,5e-06,0.000438,0.0145,ScaleFree
ScaleFree_19010_0.5_6,19010,35393,True,False,1.4e-05,0.000726,0.0195,ScaleFree
ScaleFree_19010_0.5_7,19010,34492,True,False,0.000217,0.000382,0.0135,ScaleFree
ScaleFree_19010_0.5_8,19010,34251,True,False,6e-06,0.00029,0.0125,ScaleFree
ScaleFree_19010_0.5_9,19010,34398,True,False,2.1e-05,0.000377,0.0135,ScaleFree
